,text,label
10,Says Scott Walkers jobs agency gives financial incentives that lead Wisconsin companies to look at shipping jobs elsewhere. ... A company got $4.6 million in taxpayer money and actually reduced its jobs by 300 people.,0
11,"Since I took office, Wisconsin ranks 11th in the nation in total business establishment growth compared to 47th in the years Mary Burke was Commerce secretary.",1
12,"Says Glenn Grothman pushed through state tax credits that when phased in, someone that owns a factory that produces millions in income will pay less tax than their nephew would if he worked full time at Taco Bell for minimum wage.",1
13,"Over the next two years, this $1.8 billion deficit will cost individual Wisconsinites $300 each, or $1,200 for families of four.",0
15,Says Mary Burkes Madison school district will be the only school district left in the state to ignore the (Act 10) law in the 2015-16 school year.,1
16,Miller Brewing is not a U.S. company any more. Neither is Anheuser-Busch.,1
17,Scott Walker cut school funding more per student than any governor in America.,1
18,We cut our deficits by more than half.,1
19,Scott Walker gave Wisconsin job creation money to his cronies: corporate friends who contributed to his campaigns and got $570 million in job-development incentives,0
20,Wisconsins dead last in Midwest job growth.,1
21,In the latest jobs numbers Wisconsin ranked third in the Midwest.,1
22,"Scott Walker has given a $10,000 tax deduction to millionaires who send their kids to exclusive private schools.",0
23,"In 2012, there were nearly 12.2 million arrests and only 410 uses of deadly force by police in the United States.",1
24,Wisconsin is dead last in income growth among midwestern states during Gov. Scott Walkers term.,1
25,Heroin and prescription opioids are the number one cause of accidental or preventable death in Wisconsin.,0
26,New Glarus Brewing Co.s Spotted Cow is available only in Wisconsin.,1
27,Says he invested over $100 million in worker training.,1
28,Wisconsin is 38th in the country in terms of proficiency standards in student testing.,1
29,Says his Act 10 reforms have saved the taxpayers some $3 billion.,1
30,"Under Mayor Tom Barrett, the number of Milwaukee police officers has not increased.",1
31,The Milwaukee Police Department has seized nearly as many firearms this year as the much larger New York City Police Department.,1
32,Wisconsin is #1 in the Midwest for personal income growth over the year.,1
33,Kids coming from an affluent background are taking advantage of all these student loan programs and grants while many middle-class families with no connection to college are picking up the tab.,0
34,Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.,1
35,Ive either balanced every budget or we turned back a surplus.,0
36,Milwaukee County Sheriff David A. Clarke Jr. advised citizens to point that barrel center mass and pull the trigger because 911 is not our best option.,1
37,There has never been an alderman who has defeated an incumbent mayor in the history of this great city.,1
38,Mitt Romney did not run his campaign on the basis of arguing his experience in the business world was a reason to vote for him.,0
39,Says a $12.5 million incentive deal she approved for Abbott Laboratories contained strong protections for taxpayers if job creation goals were not met.,0
40,Mary Burke wasted 12.5 million dollars on a vacant lot in a move that could cost taxpayers nearly $25 million.,0
41,"Twenty percent of single adults, ages 21 to 25 with no kids, are not working or even in school trying to find a job.",0
42,"Milwaukee County taxpayers paid $370,000 to settle a lawsuit over a decision by Sheriff David A. Clarke Jr. to use untrained corrections officers rather than deputies to patrol the lakefront.",0
43,"(Mary) Burkes company, Trek Bicycles, makes 99% of their bikes overseas.",1
44,"The fundraising numbers are in, and our grassroots support is unmatched!",0
45,Says Common Core is a federal mandate.,0
46,"Last year, I was involved with an effort to to help prosecutors get their first pay raise in more than 10 years.",0
48,The Obama Administration is suing a Wisconsin company for forcing employees to speak English.,0
50,Says attorney general candidate Jon Richards went so far to say he would only enforce the laws with which he personally agreed.,0
52,"As Jim Doyles Commerce secretary, Mary Burke spent $12.5 million dollars to buy a vacant lot for a company that said it had no plans to create jobs in Wisconsin and had laid off 800 workers.",1
53,We in this state saw more job creation in the last three years since Ive been governor than you saw in the whole eight years of Doyles time as governor.,1
55,The Wisconsin unemployment rate was higher than the U.S. rate during only three months when Mary Burke was state commerce secretary.,0
56,"Hes been in office nearly four years now, but 40% of Wisconsinites dont know who (U.S. Sen.) Ron Johnson is.",0
57,Says Milwaukee County Sheriff David Clarke has deputies collecting overtime while sitting passively in chairs watching courthouse security personnel work.,1
58,"When asked by a reporter whether hes at the center of a criminal scheme to violate campaign laws, Gov. Scott Walker nodded yes.",0
60,"When Jim Doyle was governor and Mary Burke was commerce secretary, Wisconsin saw billions in middle-class tax hikes on nursing home beds, gas, phones and garbage.",0
61,The proposed Gogebic iron ore mine is just up the hill from the Apostle Islands National Lakeshore caves along Lake Superior.,0
62,Wisconsin was the first state to ban public and private sector employment discrimination based on sexual orientation.,1
63,Says the secret John Doe criminal investigation of his campaign has been resolved and two judges have said it is over.,0
64,"All 28 members of NATO have pledged to spend at least 2 percent of their economy on defense. But only three countries do -- Britain, Greece and us.",1
65,"The typical Wisconsin worker makes $5,000 less each year than our neighbors in Minnesota under Gov. Scott Walkers policies.",1
66,Congressman Duffy has long record of voting against VA backlog fixes.,0
67,"Under Gov. Scott Walker, employer confidence now stands at 95 percent, compared to only 10 percent at the end of the Gov. Jim Doyle-Mary Burke administration.",0
68,Already in Wisconsin we have seen fewer people pursuing education as a career due to the Act 10 collective bargaining law.,0
70,"In the city of Milwaukee, weve still got a mayor and a police chief who are furloughing police officers at a time when we have violence all across the city.",1
71,Graduation and third-grade reading scores are up in the state since I took office.,1
72,Medicare is going broke. The trust fund goes bankrupt in 2026.,0
74,Says Gov. Scott Walker has made Wisconsin 2nd in the nation in losing jobs.,0
75,Milwaukee has the second-highest number of children recovered from sex trafficking.,0
76,Says opponent Mary Burke told reporters she would have required workers to give up bargained-for healthcare and retirement benefits like Gov. Walker.,0
77,The Wisconsin school voucher program has no research that shows that its going to improve student learning.,1
78,"Milwaukee has seen an uptick in violence since 2010, and the only period of calm we get is when winter sets in.",1
79,The average person who gets the minimum wage in America is 35 years old.,0
80,"Before the terrorist attacks in Benghazi, the State Department not only failed to honor repeated requests for additional security, but instead actually reduced security in Libya.",1
81,"A majority of Americans since Harry Truman days support single-payer health insurance, or full Medicare for all.",0
84,A 2013 state law would allow the operator of an iron ore mine in northern Wisconsin to fill in pristine streams and ponds with mine waste.,1
86,President Barack Obamas budget threatens national security by proposing an Army of fewer personnel than we had before Pearl Harbor.,0
87,"Welcome to Wisconsin road signs have always been made in Wisconsin,but Scott Walker is outsourcing themto an out-of-state company and paying more money for them.",0
89,"In 2013 we had the largest, the best, private sector job growth weve had in this state since the 1990s.",1
90,"In Wisconsin, a woman only earns 80 cents for every $1 a man earns.",1
91,Typical minimum wage earners in America are teenagers living with their parents in middle class families.,0
92,"The big Wall Street banks, the big corporations give many times more political donations to Democrats than Republicans.",0
93,The Capitol rotunda was actually made to invite the people in and to accommodate protests.,1
94,Says Gov. Scott Walkers repeal of a 2009 law has left Wisconsin as one of five states without an equal pay law protecting women from gender discrimination in their paycheck.,0
95,"When Republicans last controlled the presidency and Congress, the number of people on food stamps (and) the number of people in low-income housing went through the roof.",1
96,Drone technology now allows an individual to be recorded in their homes by drones as small as birds and immediately uploaded to the internet.,1
97,A poll taken a few months ago found 70 percent approval or higher for the Act 10 collective bargaining law.,0
98,"Under Mary Burkes leadership, Commerce Department business-incentive programs had major shortcomings and 40 percent of jobs...didnt materialize.",1
99,"Wisconsin is one of the bluest states, but under Scott Walker its unemployment rate is around 3.5%.",0
0,Wisconsin wages are declining at double the rate of other states.,0
1,Wisconsin now ranks among the top 10 states for out-migration.,0
2,"Our state economic development agency under Walker, WEDC, actually isnt even using the funds that are appropriated to it.",1
3,The Republican-controlled Wisconsin Senate approved a bill denying veterans the right to recover their medical costs for cancers they developed while serving their country.,0
4,"Says Mary Burkes 2007-09 state budget had a tax hike of $1.8 billion -- costing every man, woman and child in the state an extra $310.",0
6,"Once our Blueprint for Prosperity is signed into law, we will have delivered $2 billion in tax relief.",1
7,"With his proposal to cut income and property taxes, Scott Walker is increasing the state deficit at a time when borrowing is already at record levels.",0
8,"Under Scott Walker, Wisconsin unemployments up from 4.8% to 6.2%",0
9,"(Mary) Burke was a senior member of the Doyle administration that left Wisconsin with 130,000 fewer jobs.",0
11,Federal government reneging on Medicaid payments to Wisconsin caused about $240 million in extra costs in the 2013-15 state budget.,0
12,A majority of drunk driving deaths and injuries are caused by drunk driving offenders with no prior convictions.,1
13,Most folks wages havent gone up in over a decade.,1
14,"As state Commerce secretary, Mary Burke drafted, sponsored and promoted budgets that raised taxes by billions, created high structural deficits and raided funds to finance huge spending hikes.",0
15,"As a result of climate change, ice fishermen in Wisconsin are already noticing fewer days they can be out on our ice covered lakes.",1
16,The only time over the last 25 years when the states unemployment rate exceeded the U.S. average was when (Mary) Burke was commerce secretary.,1
17,"Over 3 million Americans are employed in the growing green-collar workforce, which is more than the number of people working in the fossil fuel industry.",1
18,A bill backed by Sean Duffy and other House Republicans could actually require the Internal Revenue Service to conduct audits of rape victims who get an abortion.,0
19,"Says Milwaukee Mayor Tom Barrett is responsible for the roughly $7,800 I pay in property taxes per year.",0
22,"Every year since Gov. Walker and the Republicans have been in control of the Legislature weve created fewer jobs, according to the Bureau of Labor Statistics.",0
23,"The national economic recovery has led to higher than expected tax revenues and projected budget surpluses in nearly every state in the nation, including Wisconsin.",1
24,"With the tax controls we already put in place, property taxes on a typical home in December of 2014 will actually be lower than they were in December of 2010.",1
25,"After years of 5.5 percent average tuition increases, we now have a two-year tuition freeze for the first time in the history of the UW System.",1
26,"The average rate of fraud in the Earned Income Tax Credit, Medicare, Medicaid and food stamps programs is 20 to 25 percent.",0
27,"Action by the Milwaukee County Board will provide the County Executive with the same level of security as the Governor and the Mayor of Milwaukee while saving taxpayers $300,000.",0
28,Scott Walkers income tax plan is a tax hike. It increases taxes for nearly 80% of the people in the state.,0
29,"If you make the average amount of people in Wisconsin, $50,000, you got $1.60 less a week in taxes under the state income-tax cut, but it didnt show up in your paycheck.",1
30,Jobs that involve the minimum wage are overwhelmingly jobs for young people starting out in the workforce.,0
31,Members of the military dont contribute toward their pension.,1
32,"Protesters in La Crosse blocked an exit and surrounded a State Patrol car carrying the governor and were beating on the windows and rocking the vehicle. When the car was extricated from the crowd, a truck blocked a second exit. ",0
33,Scott Walker raises nearly 70 percent of his money from out of state,0
34,Says Gov. Scott Walker dropped out or was kicked out of college short of a degree not long after he was kicked out of student elections at Marquette University.,0
35,"Gov. Scott Walker bought 80 new, brand-new vehicles for the state that we probably dont need.",0
37,We are experiencing the worst economic recovery America has ever had.,0
38,"Even after collective bargaining reforms, most Wisconsin public employees are still paying about 12 to 13 percent of their health insurance premiums, while most state residents who work in the private sector pay 20 to 25 percent.",1
39,"The Walton family, which owns Wal-Mart, controls a fortune equal to the wealth of the bottom 42 percent of Americans combined.",1
40,The nine-day deer hunt contributes more than $1.3 billion in revenue to the state of Wisconsin.,1
41,Says Gov. Scott Walker has dropped Wisconsin to 45th in the nation in job growth prospects while campaigning for president out of state.,0
42,"In Wisconsin, more than 300,000 people have some kind of addictive gambling problem, whether its pathological or what wed categorize as a problem gambler.",0
46,"During my eight years as county executive, we cut the number of county workers by 20 percent.",1
47,The national debt is on track to double during Obamas presidency.,1
48,"With a bill bringing $100 million in property tax relief, the typical Wisconsin homeowner will save approximately $680 over four years.",0
50,Were one of the only communities in the country that didnt lose population in the last census.,0
51,"Wisconsin ranks No. 2 in economic growth, according to the Federal Reserve Bank of Philadelphia.",0
52,"Wisconsin sold fresh water to California, helping that states dairy industry, and lost a bunch of jobs (and) a bunch of farmland.",0
53,Were second only to Boston in college students per capita.,0
54,"Wisconsin is not as obese as the national average is. The national average, 35.7 percent of the population is obese. In Wisconsin, its closer to 26 percent.",0
55,"Common Core is not from the federal government, they do not have their fingerprints on this thing at all.",1
56,Milwaukee County has a parks capital budget thats bigger than its been in the last 10 years.,0
58,Were 49th in the United States in new businesses created.,1
65,There are still tens of thousands of missing service members from previous and current conflicts that our nation is working to find and repatriate.,1
67,Weve used (generally accepted accounting principles) here in this building the last two years.,0
68,The Capitol Police force is going so far as to use paramilitary equipment in dealing with singing protesters in Madison,0
69,"Says potential Democratic opponent Mary Burke implemented the policies of Jim Doyle. Those are the policies that, in his last term, saw the state lose more than 133,000 jobs.",0
71,The amount of interest paid on the federal debt exceeds total tax revenue.,0
72,"The Kenosha casino would be one of the states largest employers and pay more to the state than any other company or Tribe  essentially, it would be Wisconsins biggest taxpayer.",1
73,Says Gov. Scott Walker hasnt done a public event this entire year.,0
76,Says U.S. Sen. Ron Johnson voted to let oil and gas companies emit unlimited carbon pollution into our air,1
77,"Ive got the spending down, Ive got the debt down a little bit, Ive got the reserves up.",1
78,"Wisconsins criminal threshold for drunken-driving is way out of line with states surrounding us, which have the second offense as a felony.",0
80,"Says that in his first two years, Wisconsin has seen its best two-year job growth in a decade.",0
82,Says President Franklin Delano Roosevelt felt there wasnt a need in the public sector to have collective bargaining because the government is the people.,1
83,"On average, college students are taking six years to get a four-year degree.",1
84,Unemployment has been on the rise throughout Wisconsin as Paul Ryan stepped up his advocacy of immigration increases.,0
87,"The Republican-authored state budget includes a provision forcing people earning as little as $12,000 to buy private health insurance that could cost them as much as $4,000 per year.",0
88,"	Were importing about 10 percent of our milk supply. Were Americas Dairyland, but yet we dont have enough milk in this state to meet the demand for our cheesemakers.",1
90,	Upwards of 90 percent of women seeking an abortion decide not to have an abortion after seeing an ultrasound.,0
92,"	When I was growing up as a kid in the city of Milwaukee, if we averaged 4 homicides a year in the entire city that was a record number.",0
94,"	Under Republican-backed state budget, the state education agency estimates expansion of Wisconsins school voucher program could cost nearly $2 billion annually",0
95,	A study of private bail bond systems showed that Wisconsin has a higher no-show rate than other states of defendants skipping court appearances.			,0
96,	A monthly police and fire protection fee on all Wisconsin phone bills does nothing to support police and fire.,0
97,	There is no statistical evidence that bail bonds increase the likelihood of those awaiting trial returning to court for their scheduled hearings.,0
98,	The Wisconsin Economic Development Corp. cannot account for creating one single job.,0
0,	Says the success of his economic agenda is supported by the fact we went from unemployment at 9.2 percent when I decided to run for governor four years ago to two points lower.,0
1,	Wisconsin is not walking away from a dime in federal funds by rejecting the Obamacare Medicaid expansion.,0
2,	Says Madison Mayor Paul Soglins stated intent when proposing that city contractors disclose private political donations was to discourage contributions to organizations with which he disagrees.,1
4,	The National Rifle Association was founded by religious leaders who wanted to protect freed slaves from the Ku Klux Klan.,0
5,"	A bag of Cheetos costs less to buy than an apple, and in some Milwaukee neighborhoods good luck trying to find an apple or a banana or some sort of healthy option",1
6,	Wisconsin has one of the most progressive tax codes in the country.,1
7,	Nothing in the Constitution explicitly guarantees our right to vote.,1
8,	An 11-year-old girl was investigated by the FBI and had to pay a $500 federal criminal fine because she found an injured woodpecker and put it in a cage to make sure that the bird was OK.,0
9,"18 percent of our land in our state right now is either federally, state or county owned for conservation purposes.",1
10,	A referendum gives the people the chance to decide on cutting the Milwaukee County Board budget by two-thirds,0
11,	A state reports projection is that approximately half of public employees would live outside municipal boundaries in a decade if the state bans local residency requirements.,0
12,	A 0.05 standard for drunken driving means having a glass of wine at dinner could make a person drunk.,1
14,	A Wisconsin bill to limit use of food stamps for junk food would also prevent -- or limit -- the extent to which food stamps could be used for organic foods.,1
16,"	Obama for President and Baldwin for Senate have kept their campaign offices up and running in Fox Valley, Eau Claire and La Crosse with their staffs preparing for the next battle.",0
17,	Says a state bill checks the spending habits of the Milwaukee County Board of Supervisors by bringing it in line with other county boards around the state.			,1
19,	A recent study of a proposed cap-and-trade policys effect on Wisconsin consumers showed it could raise gasoline prices by 141 percent and electricity rates by 171 percent by 2030.,0
20,	Not one dime gets added to the deficit because of Social Security.,0
21,	Demand for public transportation is reaching record levels in Wisconsin.,0
23,"	Gov. Scott Walker (is) more than halfway to (his) 250,000 jobs goal.",0
24,Wisconsin education agency urged white students to wear white wristbands as a reminder about your (white) privilege. ,0
25,"	In 2012, 1 in 4 Wisconsin schools had a subpar score on the Department of Public Instructions recent report cards and are failing the children they serve.",0
28,	75 percent of the (air traffic control) towers the Obama Administration is closing are located in Republican Congressional Districts.,0
31,"	Says she has bipartisan support, including 53 sheriffs throughout the state, Democrats and Republicans.",1
34,The hole in the earth thats going to be dug (for the proposed Gogebic mine) is bigger than my entire district.,1
35,"	Taxes and fees amount to about 20 percent of a typical $300 round-trip domestic ticket. Thats higher than taxes on products like alcohol, tobacco and firearms.",1
36,	The fiscal cliff agreement was the largest tax increase in history.	,0
37,"	The majority of my contributions have been from private individuals giving $125 on average, not from PACs, not from groups.",1
39,A proposed ban on hollow-point bullets and bullets that expand upon impact essentially bans deer hunting.,1
40,"	In Wisconsin, only half of all the adults with serious psychological distress received mental health treatment or medication.",1
41,	Two-thirds of Wisconsinites receiving unemployment checks are not required to search for work due to current work search exemptions.,1
42,"	Under Gov. Scott Walkers public-school budgets, a student entering kindergarten will not enjoy the same state investment in his or her education as those that came before them until they are graduating from high school.	",0
43,"You cant bring an iPad or a piece of paper and a pencil in the (Wisconsin Assembly) gallery to take notes of whats going on, but you can bring a gun up there.",1
44,	Nobody in total is proposing cutting anything. Were trying to reduce the rate of growth in government.,1
45,	Wisconsins Supreme Court justices are deciding fewer opinions in civil and criminal cases than they used to.,0
46,"	Says she heard more than 2,400 cases as a Wisconsin appeals court judge	",1
47,Wisconsins laws ranked the worst in the world for mining investment.,0
49,"When the Affordable Care Act was signed, 17 million American children had a pre-existing condition and were uninsurable.",0
51,	Were taxing our small businesses now at rates higher than corporations.,0
52,	Wisconsin state lawmakers worked seven days in 2012 but got paid for a whole year.,0
55,"	I had to lay off 48 people last year, which has exacerbated the lack of law enforcement officers in the county that respond quickly to crime calls.",0
56,	A Paul Ryan-Scott Walker (or Scott Walker-Paul Ryan) ticket for the White House in 2016 would be unconstitutional because both men live in Wisconsin.	,0
57,	We just had someone last week in Neenah near a school kill someone with a bow and arrow.,0
58,A Republican-sponsored Wisconsin mining bill will take at least seven years to create jobs.,0
59,"	The Milwaukee County Boards staff grew from four workers to 38 over four decades and now costs taxpayers a lot more, while the total county workforce was more than cut in half in the same period.",1
60,	Nearly a quarter of all adults in this state have some college credit without a degree.	,1
63,"	In Minnesota, well over 6,200 election-day registrations from 2008 proved fraudulent.",0
64,	200 consumer laws were destroyed in 2011 when Gov. Scott Walker signed Act 92.	,0
65,"	Since the federal Violence Against Women Act was adopted in 1994, cases of domestic violence have fallen by 67 percent.",1
66,"	Every day, 34 Americans are murdered with guns.",1
67,	Our pension system is the only one in the country thats 100 percent funded.,1
68,"	Among Milwaukee Public Schools students, 86 percent are behind in reading and 80 percent are behind in math.	",1
70,	Faculty salaries at UW System institutions have now fallen more than 18 percent below the national average.,1
71,"	One out of every four students fails to earn a high school diploma. In our major cities across America, half of our kids dont graduate.",1
72,"	If lawmakers fail to avert the fiscal cliff, 18 percent of the federal money that is sent to the states will be eliminated. ",0
73,"	Thanks to actions by the Milwaukee County Board on the 2013 budget, the amount of county taxes on the average home in the city of Milwaukee would be a $19 decrease.",0
74,"	Scott Walker has even removed the 250,000 jobs promise from his website.",0
75,"	Wisconsin has created just under 100,000 jobs since he took office.	",0
78,"	Democratic Party candidates for the state Assembly actually received 200,000 more votes statewide than their Republican counterparts in the 2012 election	",1
79,"	Says he first unveiled his new legislative agenda in Wisconsin, not in California as critics complain	",0
81,"	Says Gov. Scott Walker has led people to believe that if Wisconsin doesnt implement a (health-care) exchange, Obamacare doesnt happen here.		",0
82,	Wisconsin is the only state that allows parents or guardians to purchase alcohol for their children  regardless of whether that child is seven or 20 years old  at bars and restaurants.,0
84,"	Says that with President Obamas re-election, state and federal income tax rates for some taxpayers will rise to roughly 65 percent.",0
85,"	When it comes to income taxes, Wisconsin is one of the best places in the country to be poor but top 4 or 5 worst for middle-income earners.",1
86,	Wisconsin still ranks first among the 50 states in manufacturing jobs per capita.	,1
88,Says U.S. Senate candidate Tammy Baldwin proposed a $3.9 trillion tax increase -- a tax increase so extreme that even Nancy Pelosi voted against it.,1
92,	Says she voted against the Medicare Part D prescription drug program because it was unfunded.,0
93,	Says Democrats first proposed prohibiting the government from negotiating prices for prescription drugs in Medicare Part D and he had nothing to do with that provision in the law.,0
94,	Says U.S. Senate rival Tommy Thompson ran Medicare into the ground and nine years closer to bankruptcy.,0
95,"	Says when he was governor, most of the Democrats voted for his billion-dollar property-tax cuts, but U.S. Senate rival Tammy Baldwin voted against it.	",0
96,"	Says U.S. Senate opponent Tommy Thompson personally made over $3 million from a federal contract granted to his healthcare company, but left 9/11 first responders without the care they were promised.	",0
97,	Says Tammy Baldwin had the opportunity to vote to honor the victims of 9/11 and she voted against it.,0
98,	Says U.S. Senate candidate Tommy Thompson supports a plan for privatizing Social Security.,0
99,"	Says U.S. Senate rival Tammy Baldwin supports a tax increase that President Obama says would cost middle-class families $3,000 per year.	",0
0,	Gov. Scott Walker is helping pay for the criminal defense of a man accused of boy rape.,0
1,	Victory! Republicans by 2 to 1 vote to endorse Mark Neumann on first ballot at GOP convention.,0
2,	Says he posted a win in the Republican Party of Wisconsin endorsement contest in the U.S. Senate primary.,1
3,	Says Gov. Scott Walker said no to equal pay for equal work for women.,0
4,	The salaries of Wisconsins best-educated public school teachers were slashed by Gov. Scott Walker through a recent administrative rule change.,0
5,	Says Democratic recall opponent Tom Barrett is campaigning on lifting property tax limits.,0
6,	Says Gov. Scott Walker approved a gutting of two tax credits that help the poor and elderly.,0
8,"	The failed economic policies of President Barack Obama, the Democrats and the Federal Reserve are making gas prices higher while Americas economy is running on fumes.",0
9,	Wisconsin women are paid 81 cents to the dollar of a man doing the same job.,0
10,	Says Wisconsin Gov. Scott Walkers budget calls for raising property taxes by nearly $500 billion.,0
11,"	The Wisconsin law repealed by Republicans, which allowed discriminated workers to sue in state court, was kind of a gravy train for lawyers.",0
12,"	Under a new law, doctors performing drug-induced abortions could be charged if women dont return to them for follow-up care",0
13,	Says she made a cold call and persuaded an Illinois company to relocate to Wisconsin.,0
14,"	Says Gov. Scott Walker signed abortion, sex education and discrimination bills in secret.",0
15,"	Every time the price of gasoline rises 1 cent, its abillion dollarsout of our economy that goes to Saudi Arabia.",0
16,"	In labor negotiations with city employees, Milwaukee Mayor Tom Barrett demanded concessions that went beyond those mandated by Gov. Scott Walkers collective bargaining law",0
21,	Says Wisconsin women facing pay discrimination cant do something about it under bill passed by Republicans.,0
22,	We gave every public employee in the state the freedom to choose whether or not they want to be in a union.,0
23,	Says Obama health reform law denies millions access to affordable insurance.,0
24,	Says gubernatorial recall candidate Tom Barrett supported passage of Gov. Scott Walkers bill stripping collective bargaining of state employees.,0
25,"	In his very first budget, (Milwaukee) Mayor Tom Barrett broke his pledge to keep a lid on property taxes and has continued increasing taxes and fees ever since.",0
26,	Says the Wisconsin Republican Party tweeted Happy International Womens Day! You ladies should get paid less and not be able to make health care decisions.,0
27,"	Says when he was governor, Wisconsin cut unemployment to 2.1 percent and the states unemployment rate was the lowest in the country for 40 consecutive months.",0
28,	Says a study shows that children who live with a biological parent and the parents boyfriend or girlfriend have a 20 times greater chance of being sexually abused.,1
32,	Says over 1 million signatures were submitted in attempt to recall Gov. Scott Walker.,0
33,"	The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers.",1
34,	Says Gov. Scott Walker cut aid to local schools despite campaigning on trying to restore two-thirds state funding for education,1
35,	Says Wisconsin Assembly Republicans voted to repeal a law that ensures that women cannot get paid less than a man for doing the same job.,0
38,Wisconsin is called the Badger State because our ancestors came here with the hopes of living the American dream by mining.,1
39,"	While fighting a move to toughen penalties for workplace gender discrimination, state Sen. Glenn Grothman said he didnt believe women belonged in the workplace but belonged at home, cooking and cleaning and having babies.",0
40,	All travelers -- even babies -- arriving in the U.S. by air must have a passport.,1
41,	The national unemployment rate has been above 8 percent for a record 36 months.,0
42,	Says Gov. Scott Walker is openly backing a move to abolish the state retirement system and convert it to a 401(k)-style plan that will reduce pensions by at least a third for current and retired public employees	,0
43,"	Says 21,000 Wisconsin residents got jobs in 2011, but 18,000 of them were in other states.",0
44,"	For the first time since 1990, American manufacturers are creating new jobs.",0
45,"	Says the federal government could save $175,587 by eliminating a study of the connection between cocaine and risky sex habits of the Japanese quail.",1
46,	Says Scott Walker enacted the biggest cuts to education in our states history.,1
47,"	A 10-year state program that created 202 jobs at a cost of $247,000 per job was approved by former Gov. Jim Doyle.",0
48,"	Says U.S. Rep. Tammy Baldwin, a candidate for Senate, supports raising taxes by $858 billion.",0
50,"	As Dane County executive, Kathleen Falk raised property taxes by millions of dollars every year and approved the second highest increase in the state in 2010.",1
51,	Says that as Wisconsin governor he never raised taxes.,0
53,"	Says U.S. Senate Democrats have gone without any budget at all for more than 1,000 days.",1
54,"	Today, for the first time in fifteen years, Master Locks unionized plant in Milwaukee is running at full capacity.",1
55,A proposed mine in Wisconsin is about two-thirds the size of Lake Winnebago.,0
57,	Says Wisconsin Democrats during the previous administration adopted double-digit tax increases.,1
58,"	Says that according to a study, under Obamas health care initiative, nearly 90 percent of people in Wisconsin with health insurance will have their costs go up by more than 30 percent.",0
59,	Says she got unions to agree to about $10 million in reduction of salaries and health benefits while serving as Dane County executive in Wisconsin.,1
60,"	Mayor Barrett saved Milwaukee $25 million, thanks to Gov. Walkers reforms.",1
62,			Says area near proposed northern Wisconsin iron ore mine is 15 hours away from where public hearing on mining was held.,0
63,Says Wisconsin Gov. Scott Walker eliminated cancer screenings for uninsured women and offered no alternatives.,0
64,	Says Milwaukee County buses are no less safe now than a year or two ago.,0
66,	Scott Walkers school-aid cuts were so devastating that students are without chairs and a government survey found 47 kids in a classroom.			,0
67,	Ive done more impeachments than anybody else in the history of the country.,1
68,"	Wisconsin election officials to accept Mickey Mouse, Hitler signatures on recall petitions.",0
70,"	Since Wisconsin Gov. Scott Walker took office, we are losing jobs at rates not seen in decades.	",0
71,"	Says that as Wisconsin governor, we ended welfare.",1
72,	Says recall organizers started their website last November and began work on their effort before he even took office.,0
73,	Says Wisconsin Gov. Scott Walker is making voting more difficult by closing Department of Motor Vehicles offices where low-income voters live.,0
74,	The St. Norbert College/Wisconsin Public Radio poll has been wrong in almost every election.,0
75,"	Its legal to sign a recall petition (against Gov. Scott Walker) even if you have already signed another recall petition, but only one signature counts	",1
76,Says signers of recall petitions against Wisconsin Gov. Scott Walker are at risk because of newly discovered provisions in state law.,0
77,"	State budget cuts for local schools resulted in nearly 4,000 educator layoffs",0
78,	The overwhelming number of school districts reported their staff stayed the same or grew after the 2011-13 state budget	,0
81,	A Republican-led softening of firearms training rules means that untrained individuals would be allowed to carry guns with a state permit.	,1
83,	Wisconsin law says all recall petition signers must sign in the presence of another person.,0
84,"	Gov. Scott Walker received a $7,300 pay raise.",0
86,	The federal limousine fleet has increased by 42 percent since Barack Obama took office.,0
88,	A bill supported by Gov. Scott Walker makes it so that drunk drivers who kill have an easier time of it.,0
90,	Wisconsin ranks 48th out of all 50 states in venture capital investment.,0
91,	A state bill would end a longstanding requirement that local governments repair highways and sidewalks -- and block injured citizens from suing over neglected maintenance.	,0
92,"	Under a law proposed by Wisconsin Gov. Scott Walker, businesses that move into Wisconsin dont have to pay any taxes on their income for two years.",1
93,	Says some Wisconsin state employee contracts gave some employees $4 for bringing in their own lunch.,1
94,"	Wisconsins concealed-carry permit rules demand more proof than other states that safety training requirements are met, rendering all existing (training) certificates insufficient as part of the permit application	",1
95,	Gov. Scott Walkers plan to freeze pay for state employees includes a 5.4 percent raise for himself.,0
97,	The largest category of people coming into the technical schools in Wisconsin are people with four-year degrees.,0
98,"	Says Wisconsin Gov. Scott Walkers actions are directly responsible for killing at least 15,000 jobs.",0
99,"	During my tenure as governor, Wisconsins overall tax burden went DOWN.",1
1,"	Nearly 14,000 Wisconsinites have lost their job since Governor Walker and the Republicans took over in January.",0
3,	Says hes never asked for more than inflationary budget increases in his 10 budgets as Milwaukee County sheriff,0
4,	Wisconsin bill grants drug companies and medical device manufacturers immunity from injuries and deaths caused by their products.,1
6,"	U.S. unemployment among people ages 16 to 24 is 18.4 percent, which is a 60-year high.",1
7,	We have the highest corporate tax rate in the world. Its 35 percent.,1
8,	Republicans enacted the most drastic cuts to K-12 public schools of any state in the nation.	,0
